web,,updated_node_name,unchanged_node_name,old_node_name,species,genus,family,order,class,phylum,kingdom,tiering,feeding,motility,zooplankton,detritus,size_worms_min,size_worms_max,size_heim_max,size_manual_max,og_body_weight,size_max,size_stat,present_in_og_el
sanak,,,Lottia digitalis,,NA,NA,Lottiidae,NA,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Lottia pelta,,NA,NA,Lottiidae,NA,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Lottia persona,,NA,NA,Lottiidae,NA,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Lottia scutum,,NA,NA,Lottiidae,NA,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Lottia testudinalis,,NA,NA,Lottiidae,NA,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
kongsfjorden,,,Buccinum scalariforme,,Buccinum scalariforme,Buccinum,Buccinidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,NA,NA,6.193333333,NA,0.4,NA,NA,1
kongsfjorden,,,Buccinum terranovae,,Buccinum terranovae,Buccinum,Buccinidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,NA,NA,6.193333333,NA,0.3,NA,NA,1
kongsfjorden,,,Buccinum undatum,,Buccinum undatum,Buccinum,Buccinidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,NA,NA,6.193333333,NA,0.05,NA,NA,1
Weddell,,,Neobuccinum eatoni,,Neobuccinum eatoni,Neobuccinum,Buccinidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,NA,NA,6.193333333,NA,0.15,NA,s_medi,NA
Weddell,,,Probuccinum tenuistriatum,,Probuccinum tenuistriatum,Probuccinum,Buccinidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,NA,NA,6.193333333,NA,0.00048,NA,s_medi,NA
sanak,,,Buccinidae,,NA,NA,Buccinidae,Neogastropoda,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
stmarks,,,Anachis avara,,Anachis avara,Anachis,Columbellidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,4,20,NA,NA,0.0194,NA,NA,1
stmarks,,,Mitrella lunata,,Mitrella lunata,Mitrella,Columbellidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,4,20,NA,NA,0.00173,NA,NA,1
stmarks,,,Mangelia plicosa,,Mangelia plicosa,Mangelia,Conidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,NA,NA,NA,NA,0.00537,NA,NA,1
kongsfjorden,,,Oenopota impressa,,Oenopota impressa,Oenopota,Conidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,NA,NA,NA,NA,0.02,NA,NA,1
stmarks,,,Hylina veliei,,Hylina veliei,Hyalina,Marginellidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,NA,NA,4.18,NA,NULL,NA,NA,1
Weddell,,,Marginella ealesa,,Marginella ealesa,Marginella,Marginellidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,NA,NA,4.18,NA,0.018,NA,s_medi,NA
stmarks,,,Prunum apicinum,,Prunum apicinum,Prunum,Marginellidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,NA,NA,4.18,NA,0.00316,NA,NA,1
stmarks,,,Prunum aureocincata,,Prunum aureocincata,Prunum,Marginellidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,NA,NA,4.18,NA,0.00405,NA,NA,1
stmarks,,,Prunum bellum,,Prunum bellum,Prunum,Marginellidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,NA,NA,4.18,NA,0.0074,NA,NA,1
stmarks,,,Busycon spiratum,,Busycon spiratum,Busycotypus,Melongenidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,1,70,150,NA,NA,0.195,NA,NA,1
kongsfjorden,,,Boreotrophon truncatus,,Boreotrophon truncatus,Boreotrophon,Muricidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,1,330,NA,NA,0.04,NA,NA,1
loughhyne,,,Lepsiella_error,,Lepsiellaerror,Haustrum,Muricidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,1,330,NA,NA,0.0216,NA,NA,1
loughhyne,,,Ocenebra_73249,,Ocenebra73249,Ocenebra,Muricidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,1,330,NA,NA,0.148,NA,NA,1
kongsfjorden,,,Trophon clathratus,,Trophon clathratus,Trophon,Muricidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,1,330,NA,NA,0.07,NA,NA,1
Weddell,,,Trophon longstaffi,,Trophon longstaffi,Trophon,Muricidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,1,330,NA,NA,0.00026,NA,s_medi,NA
stmarks,,,Urosalpinx perrugata,,Urosalpinx perrugata,Urosalpinx,Muricidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,1,330,NA,NA,0.113,NA,NA,1
sanak,,,Nucella canaliculata,,NA,NA,Muricidae,Neogastropoda,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Nucella emarginata,,NA,NA,Muricidae,Neogastropoda,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Nucella lamellosa,,NA,NA,Muricidae,Neogastropoda,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Nucella lima,,NA,NA,Muricidae,Neogastropoda,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
loughhyne,,Nassarius_74122,,Hinia_74122,Nassarius74122,Nassarius,Nassariidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_susp,m_slow,1,1,6,55,NA,NA,0.0074,NA,NA,1
stmarks,,,Nassarius vibex,,Nassarius vibex,Nassarius,Nassariidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_susp,m_slow,1,1,6,55,NA,NA,0.00505,NA,NA,1
stmarks,,,Jaspidella jaspidea,,Jaspidella jaspidea,Jaspidella,Olividae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_sein,f_pred,m_slow,0,1,30,90,NA,NA,0.0154,NA,NA,1
stmarks,,,Olivella mutica,,Olivella mutica,Olivella,Olividae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_sein,f_surf,m_slow,0,1,30,90,NA,NA,0.00118,NA,NA,1
Weddell,,,Pontiothauma ergata,,Pontiothauma ergata,Pontiothauma,Raphitomidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,2,20,NA,NA,0.69,NA,s_medi,NA
stmarks,,,Terbra,,Terbra,Terebra,Terebridae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_sein,f_pred,m_slow,0,1,70,275,NA,NA,0.0419,NA,NA,1
Weddell,,,Harpovoluta charcoti,,Harpovoluta charcoti,Harpovoluta,Volutidae,Neogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,80,500,NA,NA,0.29,NA,s_medi,NA
stmarks,,,Crepidula convexa,,Crepidula convexa,Crepidula,Calyptraeidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_susp,m_slow,0,1,NA,NA,91.96,NA,0.0701,NA,NA,1
stmarks,,,Crepidula fornicata,,Crepidula fornicata,Crepidula,Calyptraeidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_susp,m_slow,0,1,NA,NA,91.96,NA,0.0507,NA,NA,1
stmarks,,,Cerithium lutosum,,Cerithium lutosum,Cerithium,Cerithiidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,3,150,NA,NA,0.0216,NA,NA,1
loughhyne,,,Cerithiopsis_567344,,Cerithiopsis567344,Cerithiopsis,Cerithiopsidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_sein,f_pred,m_slow,0,1,1.5,8,NA,NA,0.00239,NA,NA,1
stmarks,,,Seila adamsi,,Seila adamsi,Seila,Cerithiopsidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_sein,f_pred,m_slow,0,1,1.5,8,NA,NA,0.00239,NA,NA,1
kongsfjorden,,,Elachisina globuloides,,Elachisina globuloides,Elachisina,Elachisinidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,1,NA,NA,7.21,NA,0.05,NA,NA,1
stmarks,,,Epitonium albidum,,Epitonium albidum,Epitonium,Epitoniidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,1,4,40,NA,NA,0.0057,NA,NA,1
stmarks,,,Opalia hotessieriana,,Opalia hotessieriana,Opalia,Epitoniidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,1,4,40,NA,NA,0.0102,NA,NA,1
ythanjacob,,,Hydrobia ulvae,,Hydrobia ulvae,Hydrobia,Hydrobiidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,1.5,10,NA,NA,0.00134,NA,NA,1
Weddell,,,Marseniopsis conica,,Marseniopsis conica,Marseniopsis,Lamellariidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,NA,NA,NA,10,0.01,NA,s_medi,NA
Weddell,,,Marseniopsis mollis,,Marseniopsis mollis,Marseniopsis,Lamellariidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,NA,NA,NA,10,0.01,NA,s_medi,NA
kongsfjorden,,,Littorina saxatilis,,Littorina saxatilis,Littorina,Littorinidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,0.5,65,NA,NA,0.22,NA,NA,1
loughhyne,,,Littorina_70405,,Littorina70405,Littorina,Littorinidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,0.5,65,NA,NA,0.0507,NA,NA,1
loughhyne,,,Littorina_70419,,Littorina70419,Littorina,Littorinidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,0.5,65,NA,NA,0.0102,NA,NA,1
loughhyne,,,Littorina_70420,,Littorina70420,Littorina,Littorinidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,0.5,65,NA,NA,0.00405,NA,NA,1
loughhyne,,,Littorina_70464,,Littorina70464,Littorina,Littorinidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,0.5,65,NA,NA,0.0118,NA,NA,1
ythanjacob,,,Littorina littorea,,Littorina littorea,Littorina,Littorinidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,0.5,65,NA,NA,0.09,NA,NA,1
ythanjacob,,,Littorina saxatilis,,Littorina saxatilis,Littorina,Littorinidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,0.5,65,NA,NA,0.016,NA,NA,1
Weddell,,Amauropsis rossiana,,Amauropis rossiana,Amauropsis rossiana,Amauropsis,Naticidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,8,85,NA,NA,0.01,NA,s_medi,NA
kongsfjorden,,,Euspira pallida,,Euspira pallida,Euspira,Naticidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,8,85,NA,NA,0.24,NA,NA,1
stmarks,,,Natica pusilla,,Natica pusilla,Natica,Naticidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,8,85,NA,NA,0.00505,NA,NA,1
stmarks,,,Polinices,,Polinices,Natica,Naticidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,8,85,NA,NA,0.283,NA,NA,1
kongsfjorden,,,Boreocingula castanea,,Boreocingula castanea,Boreocingula,Rissoidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,1,0.5,9,NA,NA,0.14,NA,NA,1
kongsfjorden,,,Frigidoalvania cruenta,,Frigidoalvania cruenta,Frigidoalvania,Rissoidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,1,0.5,9,NA,NA,0.05,NA,NA,1
stmarks,,,Schwartziella catesbyana,,Schwartziella catesbyana,Schwartziella,Rissoidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,0.5,9,NA,NA,0.00239,NA,NA,1
stmarks,,,Truncatella pulchella,,Truncatella pulchella,Truncatella,Truncatellidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,2,5,NA,NA,0.00204,NA,NA,1
Weddell,,,Aegires albus,,Aegires albus,Aegires,Aegiridae,Nudibranchia,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,NA,NA,NA,140,0.018,NA,s_medi,NA
sanak,,,Aeolidia papillosa,,NA,NA,Aeolidiidae,Nudibranchia,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
loughhyne,,,Archidoris_78216,,Archidoris78216,Archidoris,Archidorididae,Nudibranchia,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,1,NA,NA,NA,200,0.932,NA,NA,1
Weddell,,,Bathydoris clavigera,,Bathydoris clavigera,Bathydoris,Bathydorididae,Nudibranchia,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,NA,NA,NA,93,3.4,NA,s_medi,NA
sanak,,,Diaulula sandiegensis,,NA,NA,Discodorididae,Nudibranchia,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Weddell,,,Austrodoris kerguelenensis,,Austrodoris kerguelenensis,Doris,Dorididae,Nudibranchia,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,45,120,NA,NA,3.4,NA,s_medi,NA
sanak,,,Archidoris montereyensis,,NA,NA,Dorididae,Nudibranchia,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Archidoris odhneri,,NA,NA,Dorididae,Nudibranchia,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Rostanga pulchra,,NA,NA,Dorididae,Nudibranchia,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
loughhyne,,,Dicata_205330,,Dicata205330,Dicata,Facelinidae,Nudibranchia,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,1,NA,NA,NA,80,0.00876,NA,NA,1
loughhyne,,,Coryphella_78662,,Coryphella78662,Coryphella,Flabellinidae,Nudibranchia,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,1,NA,NA,NA,50,0.0346,NA,NA,1
loughhyne,,,Coryphella_205324,,Coryphella205324,Flabellina,Flabellinidae,Nudibranchia,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,1,NA,NA,NA,50,0.0118,NA,NA,1
sanak,,,Hermissenda crassicornis,,NA,NA,Glaucidae,Nudibranchia,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Triopha catalinae,,NA,NA,NA,Nudibranchia,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Weddell,,,Notaeolidia gigas,,Notaeolidia gigas,Notaeolidia,Notaeolidiidae,Nudibranchia,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,NA,NA,NA,135,0.35,NA,s_medi,NA
loughhyne,,,Acanthodoris_78359,,Acanthodoris78359,Acanthodoris,Onchidorididae,Nudibranchia,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,1,5,70,NA,NA,0.301,NA,NA,1
loughhyne,,,Adalaria_78368,,Adalaria78368,Adalaria,Onchidorididae,Nudibranchia,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,1,5,70,NA,NA,0.0154,NA,NA,1
loughhyne,,,Onchidoris_78394,,Onchidoris78394,Onchidoris,Onchidorididae,Nudibranchia,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,1,5,70,NA,NA,0.0928,NA,NA,1
loughhyne,,,Limacia_78345,,Limacia78345,Limacia,Polyceridae,Nudibranchia,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,1,18,48,NA,NA,0.0216,NA,NA,1
loughhyne,,,Polycera_78314,,Polycera78314,Polycera,Polyceridae,Nudibranchia,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,1,18,48,NA,NA,0.119,NA,NA,1
Weddell,,,Tritonia antarctica,,Tritonia antarctica,Tritonia,Tritoniidae,Nudibranchia,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,NA,NA,NA,300,0.19,NA,s_medi,NA
Weddell,,,Tritoniella belli,,Tritoniella belli,Tritoniella,Tritoniidae,Nudibranchia,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,NA,NA,NA,300,0.35,NA,s_medi,NA
kongsfjorden,,,Lepeta caeca,,Lepeta caeca,Lepeta,Lepetidae,Patellogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,1,2.5,17,NA,NA,0.02,NA,NA,1
kongsfjorden,,,Erginus rubellus,,Erginus rubellus,Erginus,Lottiidae,Patellogastropoda,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,1,4,50,NA,NA,0.38,NA,NA,1
sanak,,,Clione limacina,,NA,NA,Clionidae,Pteropoda,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Limacina helicina,,NA,NA,Limacinidae,Pteropoda,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
ythanjacob,,,Alderia modesta,,Alderia modesta,Alderia,Stiligeridae,Sacoglossa,Gastropoda,Mollusca,Animalia,t_surf,f_pred,m_slow,0,1,NA,NA,NA,10,0.001,NA,NA,1
sanak,,,Siphonaria thersites,,NA,NA,Siphonariidae,Siphonariida,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Onchidella,,NA,NA,Onchidiidae,Systellommatophora,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Weddell,,,Clio pyramidata,,Clio pyramidata,Clio,Cavoliniidae,Thecosomata,Gastropoda,Mollusca,Animalia,t_pela,f_pred,m_slow,0,0,NA,NA,4.854,NA,0.017,NA,s_medi,NA
kongsfjorden,,,Limacina helicina,,Limacina helicina,Limacina,Limacinidae,Thecosomata,Gastropoda,Mollusca,Animalia,t_pela,f_pred,m_slow,0,0,NA,NA,NA,40,0.0000939,NA,NA,1
Weddell,,,Limacina helicina antarctica,,Limacina helicina antarctica,Limacina,Limacinidae,Thecosomata,Gastropoda,Mollusca,Animalia,t_pela,f_pred,m_slow,0,0,NA,NA,NA,40,0.000094,NA,s_medi,NA
sanak,,,Trochidae,,NA,NA,Trochidae,Trochida,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
burgess,,,Odontogriphus omalus,,omalus,Odontogriphus,NA,NA,NA,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,NA,NA,NA,NA,NA,125,s_medi,NA
burgess,,,Wiwaxia corrugata,,corrugata,Wiwaxia,Wiwaxiidae,NA,NA,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,NA,NA,NA,NA,NA,55,s_medi,1
sanak,,,Cryptochiton stelleri,,NA,NA,Mopaliidae,Chitonida,Polyplacophora,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Katharina tunicata,,NA,NA,Mopaliidae,Chitonida,Polyplacophora,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Mopalia,,NA,NA,Mopaliidae,Chitonida,Polyplacophora,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Tonicella,,NA,NA,Mopaliidae,Chitonida,Polyplacophora,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Leptochiton rugatus,,NA,NA,Lepidopleuridae,Lepidopleurida,Polyplacophora,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
stmarks,,,Acanthochitona pygmaea,,Acanthochitona pygmaea,Acanthochitona,Acanthochitonidae,Neoloricata,Polyplacophora,Mollusca,Animalia,t_surf,f_pred,m_slow,1,1,34,60,NA,NA,1.23,NA,NA,1
Weddell,,,Callochiton gaussi,,Callochiton gaussi,Callochiton,Ischnochitonidae,Neoloricata,Polyplacophora,Mollusca,Animalia,t_surf,f_pred,m_slow,0,0,9,14,NA,NA,0.00066,NA,s_medi,NA
Weddell,,,Nuttallochiton mirandus,,Nuttallochiton mirandus,Nuttallochiton,Ischnochitonidae,Neoloricata,Polyplacophora,Mollusca,Animalia,t_surf,f_pred,m_slow,1,1,9,14,NA,NA,0.29,NA,s_medi,NA
kongsfjorden,,,Tonicella marmorea,,Tonicella marmorea,Tonicella,Ischnochitonidae,Neoloricata,Polyplacophora,Mollusca,Animalia,t_surf,f_pred,m_slow,1,1,9,14,NA,NA,0.22,NA,NA,1
kongsfjorden,,,Tonicella rubra,,Tonicella rubra,Tonicella,Ischnochitonidae,Neoloricata,Polyplacophora,Mollusca,Animalia,t_surf,f_pred,m_slow,1,1,9,14,NA,NA,0.07,NA,NA,1
Weddell,,Fissidentalium majorinum,,Dentalium (Fissidentalium) majorinum,Fissidentalium majorinum,Fissidentalium,Dentaliidae,Dentaliida,Scaphopoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,40,60,NA,NA,0.13,NA,s_medi,NA
stmarks,,,Cadulus carolinensis,,Cadulus carolinensis,Cadulus,Gadilidae,Gadilida,Scaphopoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,3,20,NA,NA,0.00505,NA,NA,1
Weddell,,Cadulus dalli antarcticum,,Cadulus (polychides) dalli antarcticum,Cadulus dalli antarcticum,Cadulus,Gadilidae,Gadilida,Scaphopoda,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,3,20,NA,NA,0.0017,NA,s_medi,NA
sanak,,,Scaphopoda,,NA,NA,NA,NA,Scaphopoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
burgess,,,Scenella amii,,amii,Scenella,Scenellidae,NA,Tergomya,Mollusca,Animalia,t_surf,f_surf,m_slow,0,1,NA,NA,NA,NA,NA,10,s_medi,1
Weddell,,,Amphidinium hadai,,Amphidinium hadai,Amphidinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Myzozoa,SAR,pelagic,predator,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sanak,,,Chrysophyta,,NA,NA,NA,NA,Chrysophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Dinophysis,,NA,NA,Dinophysiaceae,Dinophysiales,Dinophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Ceratium,,NA,NA,Ceratiaceae,Gonyaulacales,Dinophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Gonyaulax,,NA,NA,Gonyaulacaceae,Gonyaulacales,Dinophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Gymnodinium,,NA,NA,Gymnodiniaceae,Gymnodiniales,Dinophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Peridinium,,NA,NA,Peridiniaceae,Peridiniales,Dinophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Protoperidinium,,NA,NA,Protoperidiniaceae,Peridiniales,Dinophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Prorocentrum,,NA,NA,Prorocentraceae,Prorocentrales,Dinophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Scrippsiella,,NA,NA,Thoracosphaeraceae,Thoracosphaerales,Dinophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Prymnesiophyceae,,NA,NA,NA,NA,Haptophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Thalassomyces,,NA,NA,Ellobiopsidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
burgess,,,Amiskwia sagittiformis,,sagittiformis,Amiskwia,NA,NA,NA,NA,Animalia,t_pela,f_pred,m_fast,1,0,NA,NA,NA,NA,NA,25,s_medi,NA
chengjiang,,,Benthic detritus,,NA,Benthic detritus,NA,NA,NA,NA,Matter,t_surf,f_prim,m_nmun,,,NA,NA,NA,NA,1.00E-12,0.1,s_smal,NA
burgess,,,Infaunal detritus,,NA,Infaunal detritus,NA,NA,NA,NA,Matter,t_shin,f_prim,m_nmun,,,NA,NA,NA,NA,1.00E-12,0.1,s_smal,NA
chengjiang,,,Infaunal detritus,,NA,Infaunal detritus,NA,NA,NA,NA,Matter,t_shin,f_prim,m_nmun,,,NA,NA,NA,NA,1.00E-12,0.1,s_smal,NA
burgess,,,Benthic detritus,,NA,NA,NA,NA,NA,NA,Matter,t_surf,f_prim,m_nmun,,,NA,NA,NA,NA,1.00E-12,0.1,s_smal,NA
kongsfjorden,,,Benthic detritus,,NA,NA,NA,NA,NA,NA,Matter,t_surf,f_prim,m_nmun,0,0,NA,NA,NA,NA,1.00E-12,NA,NA,NA
